BookingID,CustomerID,DriverID,CabID,BookingDate,PickupLocation,DropoffLocation,TripStart,TripEnd,DistanceKM,Fare,Status
220,73,35,39,2025-07-13 08:02:37,Hotel,Market,2025-07-13 08:31:37,2025-07-13 09:06:37,17.51,250.41,Completed
221,306,43,14,2025-07-10 09:20:59,University,Mall,2025-07-10 09:41:59,,7.64,84.26,Cancelled
222,407,32,35,2025-07-13 15:50:27,University,Airport,2025-07-13 16:15:27,2025-07-13 17:04:27,24.68,256.38,Completed
223,438,18,9,2025-06-01 10:06:04,Office,Market,2025-06-01 10:16:04,2025-06-01 10:54:04,19.04,217.52,Completed
224,422,22,55,2025-09-16 08:50:26,Airport,Market,2025-09-16 09:03:26,,9.98,103.12,Ongoing
225,104,17,40,2025-10-07 21:28:10,Market,University,2025-10-07 21:58:10,2025-10-07 22:45:10,23.94,318.83,Completed
226,301,9,31,2025-06-01 05:12:25,University,Market,2025-06-01 05:22:25,2025-06-01 05:24:25,1.21,12.79,Completed
227,250,14,30,2025-05-12 19:52:28,Station,Airport,2025-05-12 19:59:28,2025-05-12 20:13:28,7.03,88.54,Completed
228,286,2,14,2025-07-23 01:53:01,Market,Office,2025-07-23 02:12:01,2025-07-23 02:19:01,3.68,47.82,Completed
229,118,5,31,2025-10-01 17:55:01,Hotel,University,2025-10-01 18:19:01,2025-10-01 18:21:01,1.11,16.01,Completed
230,365,31,27,2025-06-18 13:31:05,Airport,University,2025-06-18 13:51:05,,20.68,244.87,Cancelled
231,175,43,14,2025-07-18 16:14:26,Hotel,University,2025-07-18 16:26:26,2025-07-18 16:52:26,13.11,155.13,Completed
232,19,6,34,2025-04-19 09:10:12,Market,Office,2025-04-19 09:36:12,2025-04-19 09:56:12,10.1,106.54,Completed
233,70,43,14,2025-06-05 11:24:31,Market,Mall,2025-06-05 11:53:31,2025-06-05 12:38:31,22.64,321.89,Completed
234,92,2,14,2025-06-03 22:45:40,Airport,Mall,2025-06-03 22:59:40,,5.94,68.97,Ongoing
235,360,41,34,2025-09-04 23:07:45,Airport,Market,2025-09-04 23:24:45,,10.9,153.64,Cancelled
236,422,48,60,2025-06-09 15:51:01,Office,Airport,2025-06-09 16:00:01,2025-06-09 16:46:01,23.03,263.57,Completed
237,110,6,34,2025-04-24 09:31:47,Office,Airport,2025-04-24 09:55:47,,21.12,289.01,Cancelled
238,55,22,55,2025-09-20 01:49:24,Office,Market,2025-09-20 02:17:24,2025-09-20 02:38:24,10.68,135.69,Completed
239,483,48,60,2025-07-20 18:55:16,Market,Office,2025-07-20 19:09:16,,18.25,260.41,Cancelled
240,253,50,2,2025-05-26 04:27:01,Market,Hotel,2025-05-26 04:32:01,2025-05-26 05:05:01,16.98,229.29,Completed
241,23,34,9,2025-05-21 13:56:49,Hotel,Office,2025-05-21 14:14:49,2025-05-21 14:20:49,3.01,42.88,Completed
242,150,14,30,2025-09-02 12:50:32,Mall,Station,2025-09-02 13:02:32,2025-09-02 13:08:32,3.42,37.76,Completed
243,127,30,50,2025-07-31 19:56:28,Office,Station,2025-07-31 20:01:28,2025-07-31 20:10:28,4.96,52.65,Completed
244,354,11,34,2025-10-02 15:45:11,Office,Airport,2025-10-02 16:04:11,2025-10-02 16:26:11,11.41,159.74,Completed
245,66,41,34,2025-07-23 17:30:59,Mall,Market,2025-07-23 17:35:59,,7.3,100.87,Ongoing
246,281,8,45,2025-07-31 03:09:02,Station,Mall,2025-07-31 03:21:02,2025-07-31 03:53:02,16.32,186.0,Completed
247,34,7,43,2025-04-29 17:37:58,Station,Airport,2025-04-29 18:02:58,2025-04-29 18:30:58,14.28,183.72,Completed
248,130,47,58,2025-08-03 05:34:03,University,Mall,2025-08-03 05:57:03,2025-08-03 06:12:03,7.76,88.79,Completed
249,305,41,34,2025-05-30 11:45:30,Office,University,2025-05-30 12:14:30,,6.67,98.04,Ongoing
250,438,10,8,2025-05-24 01:54:20,Airport,University,2025-05-24 02:08:20,2025-05-24 02:55:20,23.74,330.37,Completed
251,55,46,11,2025-05-17 13:22:34,Mall,University,2025-05-17 13:36:34,2025-05-17 13:42:34,3.02,39.21,Completed
252,405,2,14,2025-05-18 19:25:12,Airport,Station,2025-05-18 19:54:12,2025-05-18 20:11:12,8.9,116.14,Completed
253,283,28,54,2025-04-14 02:58:45,University,Mall,2025-04-14 03:24:45,,4.72,59.56,Cancelled
254,48,26,42,2025-09-18 13:11:31,Mall,Station,2025-09-18 13:23:31,2025-09-18 13:27:31,2.2,29.85,Completed
255,194,35,39,2025-05-14 16:48:15,Mall,Station,2025-05-14 17:18:15,2025-05-14 17:50:15,16.27,242.95,Completed
256,57,19,17,2025-07-11 00:18:21,Mall,Hotel,2025-07-11 00:33:21,2025-07-11 01:09:21,18.42,216.48,Completed
257,348,1,47,2025-08-27 03:30:14,Mall,Airport,2025-08-27 03:42:14,,19.14,193.18,Cancelled
258,66,5,31,2025-05-19 05:32:28,Station,Office,2025-05-19 05:48:28,2025-05-19 05:54:28,3.48,41.09,Completed
259,98,32,35,2025-08-25 19:13:02,Mall,Airport,2025-08-25 19:20:02,2025-08-25 19:39:02,9.59,106.56,Completed
260,179,7,43,2025-04-17 19:02:35,University,Station,2025-04-17 19:08:35,2025-04-17 19:14:35,3.32,46.1,Completed
261,319,16,11,2025-07-04 09:17:50,University,Station,2025-07-04 09:26:50,2025-07-04 10:02:50,18.48,215.86,Completed
262,239,12,58,2025-06-19 12:48:02,University,Market,2025-06-19 13:10:02,,23.16,251.21,Cancelled
263,4,2,14,2025-08-20 03:49:38,Hotel,Station,2025-08-20 04:09:38,2025-08-20 04:16:38,3.92,49.88,Completed
264,138,5,31,2025-09-16 23:05:38,Market,Station,2025-09-16 23:13:38,,19.41,199.7,Cancelled
265,451,32,35,2025-04-12 00:13:45,Hotel,Office,2025-04-12 00:40:45,2025-04-12 01:20:45,20.38,279.94,Completed
266,479,35,39,2025-08-31 09:50:39,Airport,Mall,2025-08-31 10:02:39,2025-08-31 10:21:39,9.67,142.57,Completed
267,143,37,50,2025-07-12 01:02:29,Hotel,Airport,2025-07-12 01:26:29,2025-07-12 02:09:29,21.78,280.18,Completed
268,56,4,34,2025-09-13 12:18:05,Mall,Market,2025-09-13 12:35:05,2025-09-13 13:03:05,14.05,178.25,Completed
269,365,21,22,2025-08-03 00:56:32,Hotel,Mall,2025-08-03 01:03:32,2025-08-03 01:13:32,5.34,78.3,Completed
270,35,5,31,2025-10-01 04:40:33,University,Hotel,2025-10-01 04:55:33,2025-10-01 05:26:33,15.93,188.46,Completed
271,67,23,28,2025-09-23 18:06:50,Hotel,Airport,2025-09-23 18:20:50,2025-09-23 18:26:50,3.09,40.62,Completed
272,366,45,47,2025-09-09 01:48:44,Airport,Mall,2025-09-09 01:58:44,2025-09-09 02:10:44,6.43,68.53,Completed
273,396,2,14,2025-07-03 04:23:34,Office,Market,2025-07-03 04:44:34,2025-07-03 05:07:34,11.62,127.89,Completed
274,232,12,58,2025-04-20 12:54:16,Mall,Office,2025-04-20 13:19:16,2025-04-20 13:42:16,11.59,149.07,Completed
275,41,31,27,2025-07-07 06:06:53,Airport,Hotel,2025-07-07 06:26:53,2025-07-07 06:57:53,15.91,184.91,Completed
276,250,6,34,2025-06-14 11:31:53,University,Office,2025-06-14 11:36:53,2025-06-14 12:13:53,18.63,264.06,Completed
277,406,47,58,2025-06-29 15:12:21,Mall,Office,2025-06-29 15:29:21,2025-06-29 16:02:21,16.82,174.92,Completed
278,434,26,42,2025-07-14 01:52:26,University,Station,2025-07-14 02:22:26,2025-07-14 02:51:26,14.71,199.94,Completed
279,91,26,42,2025-10-02 10:34:04,University,Station,2025-10-02 10:39:04,2025-10-02 11:13:04,17.2,238.44,Completed
280,318,21,22,2025-04-26 20:01:44,Station,University,2025-04-26 20:26:44,,17.01,254.11,Cancelled
281,284,31,27,2025-08-03 13:13:43,Airport,Office,2025-08-03 13:28:43,2025-08-03 13:49:43,10.69,155.06,Completed
282,87,35,39,2025-06-17 14:51:19,Station,Market,2025-06-17 15:04:19,,20.62,250.14,Cancelled
283,413,17,40,2025-08-20 17:16:46,Hotel,Station,2025-08-20 17:28:46,,15.95,191.18,Ongoing
284,7,16,11,2025-09-22 03:34:03,Market,Airport,2025-09-22 03:47:03,2025-09-22 04:06:03,9.89,123.7,Completed
285,48,38,56,2025-09-24 14:59:44,Airport,Market,2025-09-24 15:19:44,2025-09-24 16:04:44,22.93,292.79,Completed
286,223,22,55,2025-06-07 14:42:17,Office,Airport,2025-06-07 14:49:17,,12.08,126.32,Ongoing
287,74,25,53,2025-06-26 11:04:00,Station,Mall,2025-06-26 11:21:00,2025-06-26 12:04:00,21.85,326.33,Completed
288,148,50,2,2025-06-05 08:42:44,Hotel,Mall,2025-06-05 08:52:44,2025-06-05 09:41:44,24.95,343.36,Completed
289,35,12,58,2025-06-05 09:20:35,Market,Hotel,2025-06-05 09:48:35,2025-06-05 09:53:35,2.63,34.13,Completed
290,90,6,34,2025-04-25 22:15:28,Station,Hotel,2025-04-25 22:31:28,2025-04-25 22:42:28,5.7,78.6,Completed
291,479,1,47,2025-05-30 19:19:12,Market,University,2025-05-30 19:34:12,,4.11,45.66,Ongoing
292,371,32,35,2025-08-30 02:20:44,University,Market,2025-08-30 02:46:44,,1.52,17.25,Ongoing
293,334,42,14,2025-08-22 01:10:33,Market,Airport,2025-08-22 01:30:33,,24.39,302.55,Ongoing
294,464,46,11,2025-09-04 17:24:38,Market,Office,2025-09-04 17:46:38,2025-09-04 18:19:38,16.64,183.44,Completed
295,268,38,56,2025-05-24 18:37:38,Station,University,2025-05-24 18:51:38,,24.08,258.92,Cancelled
296,58,29,7,2025-09-18 19:14:33,Hotel,Station,2025-09-18 19:26:33,2025-09-18 19:36:33,5.19,64.96,Completed
297,83,31,27,2025-06-27 04:39:12,Hotel,Station,2025-06-27 04:59:12,2025-06-27 05:23:12,12.39,148.92,Completed
298,120,5,31,2025-05-18 13:52:50,University,Market,2025-05-18 14:11:50,2025-05-18 14:50:50,19.78,201.82,Completed
299,322,30,50,2025-09-22 15:26:02,University,Airport,2025-09-22 15:56:02,,3.33,48.67,Cancelled
300,424,40,3,2025-04-23 20:50:53,Hotel,University,2025-04-23 21:16:53,,4.6,58.62,Ongoing
301,305,32,35,2025-05-03 08:55:51,Office,Station,2025-05-03 09:15:51,2025-05-03 09:22:51,3.69,50.17,Completed
302,259,32,35,2025-06-15 08:13:46,Station,University,2025-06-15 08:21:46,2025-06-15 08:29:46,4.45,57.93,Completed
303,343,40,3,2025-08-27 07:10:29,Market,Office,2025-08-27 07:28:29,,16.28,171.2,Cancelled
304,95,39,58,2025-09-18 19:57:23,Market,University,2025-09-18 20:16:23,2025-09-18 20:52:23,18.48,254.03,Completed
305,370,25,53,2025-05-14 11:53:39,University,Market,2025-05-14 12:07:39,2025-05-14 12:51:39,22.41,283.17,Completed
306,86,42,14,2025-10-08 08:42:37,Hotel,Office,2025-10-08 08:57:37,,4.4,47.76,Cancelled
307,114,43,14,2025-07-27 12:34:20,Station,Office,2025-07-27 12:52:20,2025-07-27 13:09:20,8.75,92.2,Completed
308,309,46,11,2025-04-10 06:09:34,Hotel,Market,2025-04-10 06:29:34,2025-04-10 07:12:34,21.79,240.46,Completed
309,57,4,34,2025-06-25 11:29:50,Office,University,2025-06-25 11:54:50,,16.66,191.37,Ongoing
310,298,11,34,2025-07-14 21:00:50,Office,University,2025-07-14 21:23:50,2025-07-14 22:10:50,23.89,340.58,Completed
311,376,17,40,2025-05-24 22:33:42,Market,Station,2025-05-24 22:38:42,,22.17,325.76,Cancelled
312,83,8,45,2025-05-26 17:56:30,Office,University,2025-05-26 18:13:30,2025-05-26 19:00:30,23.91,336.7,Completed
313,383,5,31,2025-09-28 07:23:39,Station,Mall,2025-09-28 07:31:39,2025-09-28 07:33:39,1.48,15.84,Completed
314,452,12,58,2025-07-12 00:00:23,Mall,Airport,2025-07-12 00:13:23,2025-07-12 00:49:23,18.24,224.09,Completed
315,104,4,34,2025-08-06 00:59:42,Market,Mall,2025-08-06 01:16:42,2025-08-06 01:52:42,18.19,257.42,Completed
316,60,26,42,2025-08-17 18:55:15,Mall,Airport,2025-08-17 19:11:15,,1.9,22.34,Cancelled
317,339,44,5,2025-05-28 17:49:24,Mall,Station,2025-05-28 18:14:24,2025-05-28 18:24:24,5.07,57.63,Completed
318,134,8,45,2025-04-20 01:38:15,Office,Airport,2025-04-20 02:01:15,,9.94,120.76,Ongoing
319,399,26,42,2025-07-05 15:45:28,Market,Station,2025-07-05 16:11:28,2025-07-05 16:52:28,20.62,235.7,Completed
320,76,41,34,2025-08-12 20:44:35,Airport,Market,2025-08-12 21:00:35,2025-08-12 21:03:35,1.79,21.88,Completed
321,153,36,14,2025-06-16 22:38:12,Hotel,Market,2025-06-16 22:51:12,,18.68,237.0,Ongoing
322,205,15,54,2025-09-20 22:47:49,University,Office,2025-09-20 23:04:49,2025-09-20 23:10:49,3.25,37.95,Completed
323,455,38,56,2025-09-26 06:36:56,Mall,Airport,2025-09-26 06:41:56,2025-09-26 07:10:56,14.8,209.61,Completed
324,452,36,14,2025-06-27 15:16:53,Mall,University,2025-06-27 15:23:53,2025-06-27 16:08:53,22.8,315.23,Completed
325,186,30,50,2025-05-08 01:32:08,Station,Airport,2025-05-08 01:52:08,2025-05-08 02:38:08,23.13,343.45,Completed
326,41,7,43,2025-06-04 03:36:09,Airport,Hotel,2025-06-04 04:02:09,2025-06-04 04:32:09,15.34,212.18,Completed
327,123,3,36,2025-08-09 08:11:47,Mall,University,2025-08-09 08:40:47,,16.8,214.16,Cancelled
328,121,2,14,2025-06-27 17:30:01,University,Market,2025-06-27 17:55:01,2025-06-27 18:29:01,17.22,174.2,Completed
329,331,18,9,2025-08-24 17:48:10,Market,Airport,2025-08-24 18:07:10,,17.08,242.33,Ongoing
330,154,50,2,2025-07-05 10:17:37,University,Market,2025-07-05 10:37:37,2025-07-05 11:08:37,15.64,216.88,Completed
331,307,5,31,2025-09-25 13:33:52,Mall,Hotel,2025-09-25 13:50:52,,1.26,13.72,Ongoing
332,293,1,47,2025-05-13 10:20:41,Hotel,Station,2025-05-13 10:38:41,,2.48,30.25,Cancelled
333,320,43,14,2025-06-30 05:03:36,Market,Hotel,2025-06-30 05:31:36,,21.99,322.85,Ongoing
334,497,13,17,2025-04-28 01:02:21,Mall,Market,2025-04-28 01:11:21,,22.93,328.63,Cancelled
335,443,14,30,2025-04-29 08:40:19,Office,Mall,2025-04-29 08:52:19,,6.99,70.05,Cancelled
336,238,16,11,2025-08-04 01:09:14,Market,Station,2025-08-04 01:36:14,2025-08-04 02:01:14,12.82,138.25,Completed
337,386,28,54,2025-10-07 22:51:30,Airport,Mall,2025-10-07 23:19:30,2025-10-07 23:53:30,17.25,203.0,Completed
338,84,37,50,2025-04-19 08:30:37,University,Office,2025-04-19 08:43:37,2025-04-19 08:48:37,2.85,40.76,Completed
339,387,35,39,2025-08-18 19:51:05,Office,Airport,2025-08-18 20:12:05,2025-08-18 20:52:05,20.02,215.81,Completed
340,135,7,43,2025-06-08 12:20:45,University,Station,2025-06-08 12:39:45,2025-06-08 12:53:45,7.33,98.17,Completed
341,164,34,9,2025-07-25 23:50:34,Market,Hotel,2025-07-26 00:06:34,,4.08,50.28,Cancelled
342,83,29,7,2025-05-24 14:03:02,Airport,Market,2025-05-24 14:32:02,2025-05-24 14:45:02,6.66,73.29,Completed
343,473,28,54,2025-07-25 19:19:07,Office,Mall,2025-07-25 19:38:07,2025-07-25 20:17:07,19.7,209.31,Completed
344,496,35,39,2025-07-29 09:35:52,Market,Airport,2025-07-29 10:04:52,2025-07-29 10:20:52,8.49,109.89,Completed
345,211,18,9,2025-06-28 19:47:45,Hotel,Station,2025-06-28 20:10:45,,24.76,297.53,Ongoing
346,20,16,11,2025-04-24 21:19:24,University,Station,2025-04-24 21:30:24,2025-04-24 21:38:24,4.42,64.07,Completed
347,131,13,17,2025-10-07 02:40:16,Airport,University,2025-10-07 02:55:16,2025-10-07 03:02:16,3.93,58.19,Completed
348,288,42,14,2025-09-24 20:41:18,Station,Office,2025-09-24 20:51:18,,20.65,256.44,Ongoing
349,147,36,14,2025-09-20 12:25:43,Office,University,2025-09-20 12:37:43,2025-09-20 12:50:43,6.74,98.2,Completed
350,387,32,35,2025-05-08 14:54:39,Mall,Hotel,2025-05-08 15:03:39,,6.51,81.31,Cancelled
351,259,4,34,2025-06-25 15:41:18,University,Mall,2025-06-25 16:07:18,,19.28,237.43,Cancelled
352,181,31,27,2025-09-10 03:51:10,University,Airport,2025-09-10 04:15:10,2025-09-10 04:48:10,16.71,228.1,Completed
353,65,17,40,2025-06-16 04:54:35,Hotel,University,2025-06-16 05:21:35,,3.82,54.3,Cancelled
354,478,31,27,2025-09-16 09:32:07,University,Hotel,2025-09-16 09:44:07,2025-09-16 10:10:07,13.35,166.36,Completed
355,343,34,9,2025-05-16 21:20:25,Market,Hotel,2025-05-16 21:27:25,2025-05-16 21:51:25,12.39,163.41,Completed
356,61,17,40,2025-08-26 19:02:31,Mall,Office,2025-08-26 19:24:31,,19.08,233.52,Ongoing
357,100,16,11,2025-06-05 22:52:18,Market,Station,2025-06-05 23:22:18,2025-06-06 00:05:18,21.87,253.6,Completed
358,78,47,58,2025-04-13 18:39:10,Market,Mall,2025-04-13 19:06:10,2025-04-13 19:34:10,14.2,156.72,Completed
359,473,24,34,2025-09-10 02:43:58,Market,Airport,2025-09-10 02:58:58,2025-09-10 03:28:58,15.42,220.42,Completed
360,22,38,56,2025-09-26 16:28:44,Station,Mall,2025-09-26 16:57:44,,14.09,186.66,Ongoing
361,181,12,58,2025-08-13 16:36:54,Station,Mall,2025-08-13 16:59:54,2025-08-13 17:30:54,15.55,223.77,Completed
362,62,14,30,2025-04-13 05:07:55,Hotel,Market,2025-04-13 05:17:55,,1.78,26.49,Ongoing
363,466,13,17,2025-06-11 16:04:03,Hotel,Office,2025-06-11 16:16:03,2025-06-11 16:29:03,6.76,85.24,Completed
364,314,26,42,2025-09-07 14:58:00,Mall,Station,2025-09-07 15:20:00,2025-09-07 15:31:00,5.7,71.73,Completed
365,498,27,19,2025-04-27 19:31:57,Hotel,Airport,2025-04-27 19:59:57,2025-04-27 20:13:57,7.3,104.21,Completed
366,327,35,39,2025-09-04 20:09:52,Airport,Station,2025-09-04 20:16:52,,7.35,108.6,Cancelled
367,365,35,39,2025-05-31 14:20:42,Market,Office,2025-05-31 14:31:42,2025-05-31 14:34:42,1.54,17.51,Completed
368,175,12,58,2025-05-14 22:11:20,Hotel,Mall,2025-05-14 22:24:20,,11.87,170.79,Cancelled
369,161,19,17,2025-06-10 07:20:24,Office,Hotel,2025-06-10 07:46:24,2025-06-10 08:26:24,20.35,217.12,Completed
370,104,30,50,2025-06-25 08:53:17,Hotel,Mall,2025-06-25 09:08:17,2025-06-25 09:29:17,10.8,117.44,Completed
371,418,23,28,2025-04-11 20:28:27,University,Station,2025-04-11 20:51:27,,21.15,234.5,Cancelled
372,300,11,34,2025-04-10 13:49:07,University,Hotel,2025-04-10 14:15:07,2025-04-10 14:27:07,6.3,84.22,Completed
373,166,35,39,2025-09-09 07:57:47,Airport,Station,2025-09-09 08:13:47,2025-09-09 08:25:47,6.03,79.08,Completed
374,136,8,45,2025-05-17 12:16:30,Market,University,2025-05-17 12:28:30,2025-05-17 13:14:30,23.25,283.36,Completed
375,439,34,9,2025-10-04 06:52:43,Hotel,Market,2025-10-04 07:03:43,2025-10-04 07:30:43,13.67,154.65,Completed
376,359,33,5,2025-08-04 04:02:51,Office,Market,2025-08-04 04:12:51,2025-08-04 04:58:51,23.13,308.33,Completed
377,53,32,35,2025-07-20 19:43:37,Office,Market,2025-07-20 20:04:37,2025-07-20 20:19:37,7.75,100.28,Completed
378,142,43,14,2025-05-12 12:13:28,Market,Mall,2025-05-12 12:18:28,2025-05-12 12:53:28,17.65,197.85,Completed
379,59,25,53,2025-05-25 17:05:18,University,Mall,2025-05-25 17:31:18,,2.43,24.36,Cancelled
380,89,20,56,2025-05-27 17:34:03,University,Station,2025-05-27 17:44:03,2025-05-27 18:05:03,10.58,119.91,Completed
381,464,43,14,2025-04-22 06:37:45,Hotel,Office,2025-04-22 06:44:45,2025-04-22 07:18:45,17.12,205.37,Completed
382,486,30,50,2025-06-07 19:26:58,Office,Airport,2025-06-07 19:48:58,,12.39,145.28,Ongoing
383,329,2,14,2025-10-04 01:53:44,Mall,Airport,2025-10-04 02:14:44,2025-10-04 03:02:44,24.02,351.03,Completed
384,54,27,19,2025-04-13 16:24:57,Mall,University,2025-04-13 16:37:57,2025-04-13 17:15:57,19.14,272.65,Completed
385,481,33,5,2025-08-16 06:10:49,Office,University,2025-08-16 06:28:49,2025-08-16 07:09:49,20.99,293.4,Completed
386,353,47,58,2025-08-05 21:57:15,Mall,Airport,2025-08-05 22:13:15,2025-08-05 22:38:15,12.69,142.06,Completed
387,464,25,53,2025-07-11 09:21:20,University,Airport,2025-07-11 09:38:20,2025-07-11 10:25:20,23.69,322.31,Completed
388,477,38,56,2025-07-11 20:44:20,Hotel,Airport,2025-07-11 21:09:20,,3.49,38.26,Cancelled
389,317,44,5,2025-05-25 08:53:05,Airport,Hotel,2025-05-25 08:59:05,,13.71,179.59,Cancelled
390,25,50,2,2025-04-19 03:23:51,University,Station,2025-04-19 03:45:51,2025-04-19 04:25:51,20.02,243.4,Completed
391,66,6,34,2025-05-17 15:43:59,Airport,Hotel,2025-05-17 15:55:59,2025-05-17 16:37:59,21.35,253.43,Completed
392,26,38,56,2025-06-13 00:58:29,Airport,Station,2025-06-13 01:11:29,2025-06-13 01:33:29,11.3,126.11,Completed
393,49,20,56,2025-09-22 01:52:02,Market,University,2025-09-22 01:59:02,2025-09-22 02:07:02,4.22,61.77,Completed
394,59,42,14,2025-04-28 03:51:43,Station,Hotel,2025-04-28 04:04:43,2025-04-28 04:37:43,16.6,210.4,Completed
395,245,14,30,2025-05-24 17:08:22,Hotel,Airport,2025-05-24 17:20:22,2025-05-24 17:39:22,9.62,114.32,Completed
396,322,32,35,2025-07-27 09:12:18,Mall,Station,2025-07-27 09:41:18,2025-07-27 10:30:18,24.84,339.11,Completed
397,295,38,56,2025-06-29 11:54:56,Mall,Station,2025-06-29 12:23:56,2025-06-29 12:30:56,3.64,49.09,Completed
398,347,2,14,2025-07-04 21:32:03,Mall,Hotel,2025-07-04 21:47:03,2025-07-04 21:53:03,3.46,37.81,Completed
399,8,9,31,2025-07-13 16:23:32,Mall,University,2025-07-13 16:47:32,,13.83,164.18,Ongoing
400,386,39,58,2025-08-28 22:50:17,Mall,Office,2025-08-28 23:10:17,2025-08-28 23:58:17,24.15,291.6,Completed
401,32,12,58,2025-07-14 01:13:54,Office,Mall,2025-07-14 01:24:54,2025-07-14 01:30:54,3.01,31.46,Completed
402,219,20,56,2025-04-17 07:02:14,Station,Airport,2025-04-17 07:30:14,2025-04-17 07:55:14,12.78,170.72,Completed
403,231,45,47,2025-05-31 08:20:08,Mall,Market,2025-05-31 08:27:08,2025-05-31 09:09:08,21.02,267.36,Completed
404,227,8,45,2025-07-25 22:12:57,Airport,Station,2025-07-25 22:19:57,2025-07-25 22:57:57,19.13,253.35,Completed
405,486,46,11,2025-07-01 08:53:16,Airport,Office,2025-07-01 09:17:16,2025-07-01 09:49:16,16.35,220.36,Completed
406,321,37,50,2025-07-29 23:10:45,Office,Market,2025-07-29 23:27:45,2025-07-29 23:33:45,3.44,46.92,Completed
407,399,49,12,2025-05-31 04:35:22,Market,Office,2025-05-31 05:00:22,2025-05-31 05:42:22,21.33,243.72,Completed
408,39,14,30,2025-07-01 19:11:54,Station,Office,2025-07-01 19:19:54,2025-07-01 20:02:54,21.64,244.57,Completed
409,104,9,31,2025-06-25 14:47:28,Station,Mall,2025-06-25 15:06:28,2025-06-25 15:12:28,3.09,33.07,Completed
410,188,8,45,2025-07-05 18:26:07,Hotel,Office,2025-07-05 18:43:07,,8.46,91.68,Ongoing
411,170,18,9,2025-10-08 17:50:09,Office,Airport,2025-10-08 18:16:09,2025-10-08 18:41:09,12.69,189.56,Completed
412,240,6,34,2025-09-01 20:08:52,University,Station,2025-09-01 20:21:52,,8.31,89.96,Cancelled
413,92,18,9,2025-08-05 18:19:45,Airport,Station,2025-08-05 18:47:45,,13.44,138.02,Ongoing
414,50,8,45,2025-08-19 22:46:17,Market,Airport,2025-08-19 22:55:17,,9.6,140.92,Cancelled
415,433,48,60,2025-09-01 04:15:35,Mall,Market,2025-09-01 04:38:35,,13.35,179.46,Cancelled
416,137,2,14,2025-06-06 19:38:36,Station,Airport,2025-06-06 19:48:36,,14.68,200.11,Ongoing
417,282,5,31,2025-04-25 01:04:30,Market,Station,2025-04-25 01:29:30,,6.17,62.14,Ongoing
418,271,12,58,2025-07-25 09:35:21,Office,University,2025-07-25 09:51:21,2025-07-25 10:18:21,13.66,186.97,Completed
419,435,48,60,2025-04-13 00:28:30,Market,Station,2025-04-13 00:34:30,2025-04-13 01:17:30,21.53,257.83,Completed
420,5,31,27,2025-05-17 18:17:25,Airport,University,2025-05-17 18:34:25,2025-05-17 18:55:25,10.58,123.55,Completed
421,412,4,34,2025-08-26 14:53:38,Market,University,2025-08-26 15:23:38,2025-08-26 16:03:38,20.24,245.14,Completed
422,268,31,27,2025-07-31 16:20:44,University,Station,2025-07-31 16:47:44,,8.64,106.06,Cancelled
423,50,8,45,2025-07-30 00:59:18,Hotel,Station,2025-07-30 01:26:18,2025-07-30 01:31:18,2.64,30.03,Completed
424,87,9,31,2025-06-24 16:25:00,Station,Airport,2025-06-24 16:53:00,2025-06-24 16:57:00,2.39,35.35,Completed
425,180,46,11,2025-09-26 04:13:35,University,Airport,2025-09-26 04:22:35,,5.05,62.75,Cancelled
426,287,30,50,2025-09-19 02:15:47,Airport,Office,2025-09-19 02:44:47,2025-09-19 03:01:47,8.54,94.93,Completed
427,37,15,54,2025-05-03 23:15:56,Airport,Market,2025-05-03 23:35:56,2025-05-03 23:59:56,12.23,180.78,Completed
428,245,40,3,2025-04-22 22:24:31,Hotel,University,2025-04-22 22:34:31,2025-04-22 23:09:31,17.92,231.44,Completed
429,21,4,34,2025-09-25 16:23:19,University,Office,2025-09-25 16:38:19,,9.24,101.44,Ongoing
430,228,21,22,2025-08-30 00:57:13,Office,Mall,2025-08-30 01:18:13,2025-08-30 01:51:13,16.71,221.79,Completed
